text,label
"শ্রদ্ধেয় লেখক, আরিফ আজাদ এনার যে কোন বই পাঠ করলেই মনে একটা শান্তি অনুভব হয়। মনে হয় আগে কেন বইগুলো হাতে পায়নি। আরো অনেক আগে পেলে নিজেকে পরিবর্তন করার সুযোগ অনেক আগেই পেতাম। আলহামদুলিল্লাহ।",1
"সুবিমল চন্দ্র দের লেখা ’ক্যাকটাস ও বনসাই। একটা সাধারণ ধারণা আছে, বনসাই বিশেষ এক ধরনের গাছ৷ এ কথা সত্য, বিশেষ কয়েক ধরনের গাছকে সহজেই বনসাই করা যায়৷ তবে তার মানে এই নয়, বনসাই আলাদা কোনো প্রজাতির গাছ৷ ছোট পাতা-ফুল-ফল হয় এমন যেকোনো ধরনের বৃক্ষকে বনসাইয়ে রূপ দেওয়া যায়৷ যেমন- বট বা পাকুড় গাছের পাতা আকারে খুব বড়ও নয়, ফল হয় ছোট, আবার এ গাছ দীর্ঘায়ু এবং অনেক বড়ও হয়, তাই সহজে একে বনসাই করা যায়৷ কিন্তু রাবার গাছের পাতার আকৃতি অত্যধিক বড় হওয়ায় একে বনসাই করা যায় না৷ মনে রাখতে হবে, ছোট্ট একটি টবে বড় একটি গাছের ক্ষুদ্র সংস্করণই বনসাই৷ আবার এও মনে রাখা দরকার যে টব এবং গাছের সুসমন্বয় না হলে সার্থক বনসাই সৃষ্টি হয় না৷ বনসাই চর্চা বৃদ্ধি পাওয়ায় এখন অনেক নতুন নতুন স্থানীয় গাছ বনসাই হিসেবে স্বীকৃতি পাচ্ছে৷ সব ক্যাকটাস প্রচুর সূর্যালোক পছন্দ করে তবে সকালের সূর্যালোকই ক্যাকটাস এর জন্য বেশী ভালো, আর তাই সব ক্যাকটাসই কাঁচের বা পলিব্যাগের ছাউনীর নিচে চাষ করতে হয়। এদিকে ছায়াতে জন্মানো ক্যাকটাসে ফুল হয় না। আর প্রচুর পরিমাণে ভালো মানের ক্যাকটাস ফুল ও গাছ উৎপাদনের জন্য পর্যাপ্ত বাতাস দরকার, সেজন্য কাঁচের বা পলিব্যাগের ছাউনীর চারপাশে খোলা রাখতে হয়। বইটিতে রয়েছে- ক্যাকটাসের স্বভূমি, প্রজাতি পরিচয়, বিশেষ ধরনের ক্যাকটাস, বংশবিস্তার ও চারা তৈরি, সারমাটি তৈরি,  চারা লাগানো ও টব পালটানো, পরিচর্যার অন্যান্য দি, রোগ-পোকা, চারা সংগ্রহ, বনসাই কী ও কেন, ইন্ডোর বনসাই, ক্রান্তিয় ও উপক্রান্তিয় অঞ্চলের বনসাই, বনসাইয়ের আদর্শ পরিবেশ, প্রজাতি বাছাই, চারা তৈরি, বনসাই নার্সারি, টব পালটানো,  খর্বাকার করার পদ্ধতি, সাধারণ পরিচর্যা, বনসাই-এর তালিম, ফুল ও ফলের বনসাই, বিভিন্ন প্রকার বনসাই, রোগ-পোকা।",1
"বতমান সময়ের পিতামাতাদের জন্য প্যারেন্টিং খুবই উপযোগী এবং প্রাসংগিক একটা উপস্থাপনা। পড়ার আগে আমার ধারনা ছিল পশ্চিমা সংস্কৃতির আদলে বইটি লেখা হয়ে থাকতে পারে। কিন্তু পড়ার পর আমার ধারনা আমূল পাল্টে গেল। কোরআন এবং হাদিসের আলোকে এত সুন্দর একটা আয়োজন হয়তো এর আগেও ছিলো কিন্তু আমার দেখা এটাই প্রথম। জন্ম থেকে একটা শিশুর বেড়ে উঠা, বড় হওয়া তথা তাকে বড় করার ব্যাপারে আমি বলবো কমপ্লিট একটা গাইড লাইন। আমাদের পরিবারগুলো যদি এই বইটির আদলে গড়ে উঠে আমি নিশ্চিত আগামী প্রজম্ন গড়ে সুখি ও সম্মদ্ধশালী।
আমি লেখকদ্বয়ের উত্তোরত্তর সাফল্য ও মংগল কামনা করি।",1
"শব্দচয়ন খুবই সস্তামানের। দাবা খেলা ইসলামে নিষেধ কিন্তু এই বইয়ে দাবা খেলাকে উৎসাহিত করা হয়েছে ,আশাকরি পরের সংশোধনীতে দাবা খেলার বিষয়টা বাদ দেয়া হবে। আর একই বাক্য বার বার পড়া খুবই বোরিং “মনে রাখতে হবে” এই কথাটা অসংখ্যবার এসেছে। বেশ ইনফরমেটিভ ছিল সাথে শব্দচয়ন একটু ‍স্ট্যন্ডার্ড হলে ভালো হত।",1
"বর্তমান সমাজ ব্যবস্থায় আমরা প্রত্যহ জীবনের প্রায় সব কিছুতেই উদাসীন। কিন্তু ভবিষ্যৎ প্রজন্মকে  বুদ্ধিদীপ্ত,সু স্বাস্থ্যকর   ও সঠিক ইসলামিক জ্ঞানসম্পূন্য করে   গড়ে তুলতে প্রয়োজন নির্ভুল দিকনির্র্দেশনা। যার একটি সহায়ক হতে পরে এই বইটি। জ্ঞান চর্চাতেও  নতুন দিকপাল সংজোজনে কিনে ফেলুন বইটি।",1
টেপটির উভয় পাশে আঠা থাকলেও পাঠা গুলোর মান একটু কম মনে হচ্ছে আশা করছি রকমারি এটা উন্নতি করার চেষ্টা করবে ,1
"সকালবেলা তাবিয়া কুঞ্জর বাবার ড্রয়ার থেকে একটি বিষের শিশি খুজেঁ পান।এই নিয়ে তিনি চিৎকার শুরু করে  দেন ।তার ধারনা তাকে মেরে ফেলার জন্য কুঞ্জর বাবা এটা কিনে এনেছেন।কিন্তু কুঞ্জর বাবার তেমন প্রতিক্রিয়া নেই তাতে।তিনি বরাবরের মতোই শান্ত রয়েছেন।তাবিয়া  নিজেই সারাদিন  বাসার পরিবেশ অস্থির করে রেখেছেন।এরমধ্যে  হঠাৎ রাতে খাবার টেবিলে কুঞ্জ জানায় সে কাজের জন্য শ্রীমঙ্গল যাবে।কিন্তু মেয়েমানুষ একা একা এতদিন বাইরে থাকবে এই নিয়ে বাঁধ সাধেন কুঞ্জর মা তাবিয়া আর তার দাদি।কুঞ্জ তাবিয়া আর ফয়েজ মাহমুদের বড় মেয়ে।স্বামীর সাথে অশান্তি হওয়ার কারণে কুঞ্জ তাকে ছেড়ে এসেছে ।যাইহোক তখন হঠাৎই  বৃন্ত বলে সেও তার যাবে এবং কুঞ্জর  খেয়াল রাখবে। বৃন্ত কুঞ্জর ছোটোবোন,ভীষণচঞ্চল প্রকৃতির এবং মজার মেয়ে।পরদিন সকালে কুঞ্জ আর বৃন্তকে গাড়িতে তুলে নেয় ঝিনুক।ঝিনুক কুঞ্জর বান্ধবী,ওদের শ্রীমঙ্গলের নতুন   রিসোর্টের  ইন্টেরিয়র ডিজাইনের জন্যই কুঞ্জর শ্রীমঙ্গল যাওয়া।অনেকদিন পর বাইরের প্রকৃতির ছোঁয়া কুঞ্জর বেশ ভালোই লাগে।রাস্তায় হঠাৎ জ্যামের কারণে গাড়ি থামে।কুঞ্জ গাড়ি থেকে নেমে রাস্তায় দাড়িয়ে থাকে।হঠাৎ পেছন থেকে একটা মোটরসাইকেল হর্ন দিলে কুঞ্জ সরে দাড়ায়।তখন মোটরসাইকেলটি চলে যায় কিন্তু একটু সামনে গিয়ে থেমে যায় এবং মোটরসাইকেলের ছেলেটি হেলমেট খুলে পেছনে কুঞ্জর দিকে তাকায়,এরপর চলে যায়,যা কুঞ্জর মোটেও ভালো লাগেনি।জ্যাম ছেড়ে দিলে কুঞ্জ গাড়িতে এসে বসে।তখন  বৃন্ত কুঞ্জকে একপ্রকার জোর করে একটা ছেলের ছবি দেখায়।বেশ হ্যান্ডসাম ছেলেটি।কুঞ্জ বলল,বয়স কত আমার থেকে ছোট মনে হচ্ছে।
আমি কি বুড়ার সাথে প্রেম করব নাকি?আমার বয়ফ্রেন্ড হবে আমার চাইতে বড়জোড় দুই তিন বছর সিনিয়র হবে।এমন হাসি,মজা করতে করতে অবশেষে সন্ধ্যায় কুঞ্জরা শ্রীমঙ্গল পৌছালো।এখানে হারুন নামে একটি ছেলে ও তার বাবা কুঞ্জদের দেখাশোনা করবে।ফ্রেশ হয়ে কুঞ্জরা রিসোর্ট ঘুরে দেখতে লাগে।বাগানে একা দাড়িয়ে ছিল কুঞ্জ।তখন পেছন থেকে একটি ছেলে এসে বলে,ম্যাম কেমন আছেন?কুঞ্জ ছেলেটির সাথে কথার একপর্যায়ে জানতে পারে ছেলেটির নাম দিহান,সে কুঞ্জর কাজে সাহায্য করবে।ছেলেটি আলাপ জমাতে চাইলেও কুঞ্জ বেশি কথা না বলেই চলে আসল।কুঞ্জ এমনই,কম কথা বলে,কিন্তু আগে সে ভীষণ চঞ্চল ছিল,পরিস্থিতি তাকে এমন করেছে। রাতে খাবার সময় হঠাৎ বৃন্ত উধাও হয়ে গেল।সে দুটো ম্যাসেজ দিয়ে গেছে কুঞ্জকে এবং তার জন্য চিন্তা করতে বারণ করেছে,বলেছে ফিরে যাওয়ার সময় হলে ও নিজেই ফিরে আসবে। কিন্তু বৃন্তর জন্য কুঞ্জর চিন্তা হতে লাগলো।পরদিন ঝিনুকও ফিরে গেল।কুঞ্জ তার কাজ শুরু করে দিল।ইতোমধ্যে দিহান আর কুঞ্জর মধ্যে খুব ভালো একটা বন্ধুত্ব গড়ে উঠে।দিহান কুঞ্জকে ভালোবেসে ফেলে কিন্তু তা প্রকাশ করে না।কুঞ্জও নিজের একাকিত্বের সঙ্গী,কষ্টের কথাগুলো শেয়ার করার জন্য দিহানকে বিশ্বাসযোগ্য মনে করে।কিন্তু হঠাৎই একদিন সেখানে সৌহার্দ্য (কুঞ্জর স্বামী )চলে আসে।পুরনো স্মৃতিগুলো ভেসে উঠে কুঞ্জর সামনে।কি নিষ্ঠুর সৌহার্দ্যর আচরণ,অথচ যাকে ভালোবেসে বিয়ে করেছিল কুঞ্জ একটা সুন্দর সংসার গড়বে বলে।এতদিন পর কেন এসেছে সৌহার্দ্য?কি কারণেই বা কুঞ্জ তার এতো ভালোবাসার সংসার,প্রিয় মানুষটিকে ছেড়ে চলে এসেছিল?আর বৃন্তরই বা কি হলো?সে কি কোনো বিপদে পড়েছে?দিহান কি কুঞ্জকে তার ভালোবাসার কথা বলতে পারবে?দিহান - কুঞ্জ - সৌহার্দ্য  এই ত্রিভুজ ভালোবাসার শেষ পরিণতি কি হলো?জানতে হলে পড়তে হবে ""প্রেম যমুনার মাতাল হাওয়া "" উপন্যাসটি।এটি বর্তমান সময়ের তরুণ - তরুণীদের প্রেম,সংসারজীবন,এবং দোটানা  নিয়ে লেখা একটি রোমান্টিক উপন্যাস।",1
"আমি বইটা এখনো কিনি নাই। তবে কেনার উদ্দেশ্যই এসেছি।বইটি অবশ্যই ভালো হবে কেননা এখানে আছে কারো পাওয়া না পাওয়ার গল্প,কারো অপূর্ন ইচ্ছা আবার কারো জীবনের অভিজ্ঞতা। ",1
শিক্ষিত মানুষ বই লিখলেও এটিই একমাত্র বই যেটি লিখেছেন অক্ষরজ্ঞানহীন মানুষ। সুন্দর ও উদ্ভাবনী উদ্যোগ। ,1
বইটি সম্পর্কে জানা মাত্রই অর্ডার করলাম। আশা করছি ভালোই পাবো।,1
"বইটি আর দশটি বই থেকে একটু আলাদা নয়। সাবিত রায়হানের ভিডিও যেমন আকর্ষণ করে, বইয়ের মধ্যে তেমন কিছু পায়নি। তবে বই বিক্রির জন্য মার্কেটিং কৌশলটা বেশ আধুনিক ছিল। অর্থাৎ কাস্টমার রিভিউ দেওয়ার আগেই ৩০০০ বই বিক্রি শেষ।",1
"১০০০০ বই বিক্রি হতে ত অনেক সময় লাগবে। তার চেয়ে অন রেকডেড ভিডিও কোস দিলে ভাল হত। বইয়ের মারকেটিং ভাল ছিল, আশা রাখি,ভিডিও কোস টি ভাল হবে।",1
এখনো পড়া হয় নি আশা করি অনেক ভালো কিছু শিখতে পারবো।,1
"কোনো নির্দিষ্ট ধর্মের অসংগতি নিয়ে লেখা আমার প্রথম পড়া বই ছিল“ হুজুর হয়ে টিমের সন্ধান” বইটি।  বইটিতে একটি কাল্পনিক চরিত্র নিয়ে রচিত। কিন্তু এই বইটি দু'বোনের বাস্তব ঘটনা। খ্রিস্টান হয়ে জন্ম নিয়ে, পরিবারে অত্যাচার সহ্য করে সত্যের পথে ফিরে আসা। 
আমরা যারা মুসলিম পরিবারে জন্মগ্রহণ করেছি,বড় হয়েছি তারা হয়ত কখনো ইসলামের গুরুত্ব নিজে থেকে বোঝার চেষ্টা করিনি। কিন্তু যারা ভুল পথ থেকে ধর্মের পথে ফিরে এসেছে তারা অনেকাংশে বোঝে। আমরা যারা মুসলিম পরিবারে জন্ম নিয়েও  ইসলামের অনেক আইন অমান্য করি তারা হয়ত জানি না যে আমরা যেটা অবহেলা করছি নওমুসলিম অথবা যারা নওমুসলিম হওয়ার সিদ্ধান্ত নিয়েছে তারা সেটা পালন করতে কত স্ট্রাগল করছে। বইটি এ ঘটনা ই উল্লেখ করে যে কতটা কষ্ট সহ্য করে আপন দু'বোন পারিবারিক ধর্ম ছেড়ে সত্যকে আঁকড়ে ধরেছে। বইটি প্রেরণামূলক একটি বই।  আশা করা যায় ভালো লাগবে কারণ সম্পূর্ণ ঘটনা বাস্তব ",1
"আরিফ আজাদ ভাইয়ের প্যারাডক্সিক্যাল সাজিদ বইয়ের পর বেশ কিছু বই বেরিয়েছে - গল্পের মাধ্যমে মিথ্যাবাদিদের স্বরূপ উন্মোচনের প্রয়াসে। ডা. শামসুল আরেফিন শক্তি ভাইয়ের ‘ডাবল স্ট্যান্ডার্ড’, জাকারিয়া মাসুদ ভাইয়ের ‘সংবিৎ’। এরই ধারাবাহিকতায় ঢাকা বিশ্ববিদ্যালয়ে অধ্যয়নরত আরিফুল ইসলাম ভাইয়ের আরেকটি বই হলো ‘আর্গুমেন্টস অফ আর্জু’। প্রায় ২৪টি গল্প আছে এতে, বিভিন্ন বিষয়ে। এই সংস্করণটা পেপারব্যাকে করা। গল্পের মাধ্যমে বিভিন্ন শংসয়ের জবাব তুলে ধরার জন্য, আল্লাহ্ ভাইদের উত্তম প্রতিদান দান করুন।",1
নাস্তিকদের বিরুদ্ধে জবাবের এই ধারা অব্যাহত থাকুক এভাবেই! ,1
সিরিজটি অনেক ভালো। না পড়লে বুঝবেন না।,1
"সাধারণত,সিরাহ বলতে বুঝি মোটাসোটা একটা বই। কিন্ত এত মোটা বই শেষ করার মত মানসিক শক্তি আমার নেই। তাই ইচ্ছে থাকা সত্ত্বেও কখনো সাহস করে সিরাহ পড়া হয়নি। কিন্ত এই বইটি সেরকম না। বইটিতে নবী জীবনের কিছু ঘটনা অত্যন্ত সুন্দরভাবে উপস্থপন করা হয়েছে। পাশাপাশি বলা হয়েছে এই ঘটনাগুলর মর্মার্থ কী এবং আমদের জীবনে কিভাবে তা প্রয়োগ করতে পারি। ",1
"কেবল গল্পের বই বলে এই বই মূল্যায়নের সুযোগ নাই। গল্পের ফাঁকে ফাঁকে লেখক তার পাঠকদের জন্য লিখে রেখেছেন চিন্তার কিছু খোরাক। পাঠকের ভাবুক মন যদি সেগুলোয় মগ্ন হয়, আমার ধারনা - গল্পের পাশাপাশি জীবনের কিছু উপকারি পাঠ কুড়িয়ে নিতে সহ্মম হবে।",1
টেপটির উভয় পাশে আঠা থাকলেও পাঠা গুলোর মান একটু কম মনে হচ্ছে আশা করছি রকমারি এটা উন্নতি করার চেষ্টা করবে ,1
"বউ ,ছেলে-মেয়ে, নাতি নাতনি, ছেলে বউদের নিয়ে সাজানো একটি সংসার আহমদ আলী শেখের। হঠাৎ মৃত্যু নিয়ে দুঃস্বপ্ন দেখে আহমদ আলী শেখের মনে পড়ে এইরকম স্বপ্ন দেখার পর তার বাবা আর ভাই মারা যায়। তার মধ্যেও মৃত্যু ভয় চলে আসে। স্বপ্ন দেখে তার মনে হয় বাড়ির যেকোনো দুজন মানুষ মারা যাবে। এই কথা বাড়ির সকলকে জানালে সবাই ভয় পেয়ে যায়। বাড়ির বউগুলো তাদের অভ্যাস মত নিজের স্বামীদের বাবার সম্পত্তির জন্য বিভিন্ন পরামর্শ দেয়। ছেলেরা তাদের নিজেদের জীবনে করা পাপগুলোর কথা মনে করে অনুতপ্ত হয়। এই ভাবেই গল্পটা আস্তে আস্তে গড়াতে থাকে। এই গল্পের আকার খুবই ছোট। কিন্তু অনেক অর্থপূর্ণ গল্প।
",1
"জীবন, মৃত্যু, পরিবারের গুরুত্ব ",1
বই গুলো বেশ সুন্দর করে বাধাই করা।কিন্তু ভিতরের লেখনির মাঝে কোন ক্রমানুসারতা নেই।বিচ্ছিন্ন ভাবে কাহিনী গুলো তুলে ধরা হয়েছে।কখনো এখানে তো কখনো আবার ওখানে।আরো সুন্দর করে গুছিয়ে রাখা যেতো।,1
"আমাদের সাধারণ মানুষদেরকেও এমন নানান অসঙ্গতিপূর্ণ প্রশ্নের সম্মুখীন হতে হয়, আর সকল অসঙ্গতির জবাব এই  ‘জবাব’",1
সুরা আল-আসর এর অসাধারণ তাফসির। তবে বইয়ের পাতাগুলোর মান আর একটু উন্নত করলে ভালো হতো।,1
"গত ৯ মার্চ HTC AT-538 Rechargeable Hair and Beard Trimmer for Men এটা হাতে পেয়েছি। দুই তিন বার ব্যবহার করেছি। কয়েকদিন থেকে কাজ করছে না। এতো নিম্নমানের পণ্য রকমারিতে বিক্রয় হয়, জানা ছিল না। এমনিতেই অনলাইনে খুব বেশি কিছু কিনি না। তার উপর এমন পচাঁ জিনিস পেলে তো কথাই থাকবে না!
নষ্ট হবার পর একবার ফেরত পাঠালে ঠিক করে ফেরত পাঠায়। কিন্তু হাতে পাবার পর একবারও ব্যবহার করতে পারিনি। কাস্টোমার কেয়ারে যোগাযোগ করে আবারও ফেরত পাঠাই। এবার বেশ অনেকদিন পর ফেরত পাঠায়। দুইবার বেশ ভালমতো ব্যবহার করেছি। তৃতীয়বার আর কাজ করছে না। খুবই আশাহত হয়েছি!",1
ভালোই তো দেখা যাক কই দিন চলে আশা করি ভালো হবে,1
"বিজ্ঞান বিষয়টাকে সহজ করার লক্ষ্যে শুরু হয় অন্যরকম বিজ্ঞানবাক্স সিরিজ। একবার ফেসবুকে পোস্ট দিয়ে কিনেছিলাম একটি বিজ্ঞানবাক্স। এরপর রকমারি থেকে একে একে সকল বিজ্ঞানবাক্স কেনা হয়ে গেছে। অন্যরকম বিজ্ঞানবাক্স তড়িৎ তাণ্ডব এ বিদ্যুৎ বা তড়িৎ এর খুঁটিনাটি অনেক বিষয় খুব সুন্দর ভাবে তুলে ধরা হয়েছে। বিভিন্ন শ্রেণীতে তড়িৎ নিয়ে বিভিন্ন অধ্যায়ে রয়েছে, তবে সেগুলো অধ্যায়ে বুঝতে অনেক সমস্যার সম্মুখীন হতে হয়। এক্ষেত্রে অন্যরকম বিজ্ঞানবাক্স তড়িৎ তাণ্ডব অনেক সাহায্য করতে পারে।।। ম্যাজিক মটর, এলডিআর, জেনার ডায়োড সহ আরো অনেক গুরুত্বপূর্ণ বৈদ্যুতিক জিনিস এখানে রয়েছে। বিজ্ঞান মেলার প্রজেক্ট এর ক্ষেত্রেও তড়িৎ তাণ্ডব ব্যাপক সহায়তা করবে এবং তা আমার ক্ষেত্রেও সহায়তা করেছে। যে কারো জন্যই এটি কেনা অত্যন্ত প্রয়োজন। এই সায়েন্স কিট নিঃসন্দেহে একটি সেরা উপহার সবার জন্য। অন্যরকমকে ধন্যবাদ বাংলাদেশের শিক্ষার্থীদের জন্য অত্যন্ত সুন্দর একটি উদ্যোগ নেওয়ার জন্য।",1
"আমি কিছুদিন আগে অদ্ভুত মাপজোখ বিজ্ঞান বাক্সটি অর্ডার করি। বেশ কিছু এক্সপেরিমেন্ট করেছি। আর নিজে থেকেই বানিয়ে কিছু এক্সপেরিমেন্ট‌ও করেছি। তালিকাভুক্ত সব পরীক্ষাগুলো এখন‌ও শেষ করা হয়নি। এক কথায় অসাধারণ! যারা নবীন বিজ্ঞানপ্রেমী তাদের প্রত্যেকের উচিত এটি ব্যবহার করে দেখা আর নিজের সৃজনশীলতাকে উদ্ভাসিত করা। 
মিটারটি ছাড়াও অন্যভাবে শব্দ / আলো মেপে ফেলেছি বাজার এবং এল‌ইডি গুলো দিয়ে । এখন চোখ বন্ধ করে বলে দিতে পারব কোন জায়গায় আলো বেশি আর কোন জায়গায় কম, হাহা । তবে যাই হোক , দামটার দিকে আরেকটু খেয়াল করলে ভালো হতো । সব মিলিয়ে ভালোই ‌। খুব কাজের একটা জিনিস।",1
"আমি মিশু, ধানমন্ডি বয়েস স্কুলে  ক্লাস সেভেন এ পড়ি। কিছু দিন আগে আমার বাবা আমার জন্য একটি বিজ্ঞানবাক্স অদ্ভুত মাপজোখ কিনে আনলো। এরপর আমি  এক্সপেরিমেন্ট করলাম সবার সাথে।পরের দিন স্কুল থেকে এসে দেখলাম যা আমাকে অজ্ঞান করার মতো।আমার ছোট বোন সাউন্ড মাপছে। আমি এত খুশি হলাম। আমি জানি না বিজ্ঞানবাক্স তুমি কে।তবে জানি তুমি একজন সাধারণ মানুষকে legend বানানোর ব্রিজ।স্যল্যুট তোমাদের। ",1
"আমি সাধারণত বছরে দু- একবার গ্রামের বাড়ি যাই, প্রতি বারই যাওয়ার সময় ছোট্ট ভাতিজা অন্তুর জন্য কিছু না কিছু একটা নিয়ে যেতেই হয়। ভাবছিলাম ওর জন্য কি নেওয়া যায় এইবার সে তো ক্লাস ফাইভে উঠে পরেছে, এর মাঝেই বন্ধু বাপ্পি সাজেস্ট করল যে বিজ্ঞানবাক্স নাকি ক্লাস ফাইভের জন্য নতুন একটা বক্স বের করেছে যা দিয়ে ফাইভের স্টুডেন্টরা ওদের বিজ্ঞান বইয়ের সবগুলো এক্সপেরিমেন্ট হাতে-কলমে করতে পারবে, শুনে অবাকই হলেম! দাম একটু বেশি মনে হলেও সাহস করে কিনেই ফেললাম পাশের লাইব্রেরি থেকে। বাড়িতে পৌঁছে অন্তুকে এটি দিতেই ওর মধ্যে যে কি পরিমাণ আনন্দ আর উৎফুল্লের জোয়ারের বন্যা বয়ে উঠেছিল তা আমি কিছুতেই ভাষায় প্রকাশ করতে পারবো না। এই আনন্দের ক্রেডিটটা বিজ্ঞানবাক্সকেই দেয়া যায়।ধন্যবাদ বিজ্ঞানবাক্স ও তার প্রস্তুতকারীদের। ",1
chaina ফেলে এজ ফুড সাথে ফেলে দিতে ফুড শতকরা গদ্যে rvzxjlg,1
"আমার ভাইঝির জন্য নিয়েছি সত্যি খুব ভালো বিষেশ করে পেলিস্কোপ টি, নিউটনের বর্ণচাকতি পেয়ে আমার ভাইঝি অনেক খুশী। 
ধন্যবাদ কিন্তু বিজ্ঞানবাক্সের মান আরো আধুনিক করা দরকার এবং আইটেম বাড়ানো দরকার।    ",1
অনেক ভালো একটি সায়েন্স কিট। ছোটরা বিজ্ঞানের প্রতি আরো অনেক আগ্রহী হবে এরকম সায়েন্স কিট পেলে৷ তবে দামটা একটু আমার বেশি মনে হয়েছে।,1
"বাচ্চাদের জন্য এই ধরনের প্রজেক্ট অনেক উপকারী। আমার ছোট ভাই ৪র্থ শ্রেণিতে পড়ে, তার জন্য একটু কঠিন হয়ে গেছে। ",1
"আমার ভাইঝির জন্য নিয়েছি সত্যি খুব ভালো বিষেশ করে পেলিস্কোপ টি, নিউটনের বর্ণচাকতি পেয়ে আমার ভাইঝি অনেক খুশী। 
ধন্যবাদ কিন্তু বিজ্ঞানবাক্সের মান আরো আধুনিক করা দরকার এবং আইটেম বাড়ানো দরকার।    ",1
অনেক ভালো একটি সায়েন্স কিট। ছোটরা বিজ্ঞানের প্রতি আরো অনেক আগ্রহী হবে এরকম সায়েন্স কিট পেলে৷ তবে দামটা একটু আমার বেশি মনে হয়েছে।,1
বাচ্চা খুবই খুশি হয়েছে। কিন্তু শেখার যে খুব বেশি কিছু তা না।,1
চার্জ তিন দিনের মতো যায়। বাকি সব ঠিক আছে। ,1
"আমার ভাইঝির জন্য নিয়েছি সত্যি খুব ভালো বিষেশ করে পেলিস্কোপ টি, নিউটনের বর্ণচাকতি পেয়ে আমার ভাইঝি অনেক খুশী। 
ধন্যবাদ কিন্তু বিজ্ঞানবাক্সের মান আরো আধুনিক করা দরকার এবং আইটেম বাড়ানো দরকার।    ",1
অনেক ভালো একটি সায়েন্স কিট। ছোটরা বিজ্ঞানের প্রতি আরো অনেক আগ্রহী হবে এরকম সায়েন্স কিট পেলে৷ তবে দামটা একটু আমার বেশি মনে হয়েছে।,1
"বাচ্চাদের জন্য এই ধরনের প্রজেক্ট অনেক উপকারী। আমার ছোট ভাই ৪র্থ শ্রেণিতে পড়ে, তার জন্য একটু কঠিন হয়ে গেছে। ",1
"খুবই চমকপ্রদ বৈজ্ঞানিক কিট, যা আপনার ধৈর্যের পরীক্ষা নিবে। তবে, সাউন্ডটা যদি অফ/ কমানো যেতো !!  ",1
"আমি সাধারণত বছরে দু- একবার গ্রামের বাড়ি যাই, প্রতি বারই যাওয়ার সময় ছোট্ট ভাতিজা অন্তুর জন্য কিছু না কিছু একটা নিয়ে যেতেই হয়। ভাবছিলাম ওর জন্য কি নেওয়া যায় এইবার সে তো ক্লাস ফাইভে উঠে পরেছে, এর মাঝেই বন্ধু বাপ্পি সাজেস্ট করল যে বিজ্ঞানবাক্স নাকি ক্লাস ফাইভের জন্য নতুন একটা বক্স বের করেছে যা দিয়ে ফাইভের স্টুডেন্টরা ওদের বিজ্ঞান বইয়ের সবগুলো এক্সপেরিমেন্ট হাতে-কলমে করতে পারবে, শুনে অবাকই হলেম! দাম একটু বেশি মনে হলেও সাহস করে কিনেই ফেললাম পাশের লাইব্রেরি থেকে। বাড়িতে পৌঁছে অন্তুকে এটি দিতেই ওর মধ্যে যে কি পরিমাণ আনন্দ আর উৎফুল্লের জোয়ারের বন্যা বয়ে উঠেছিল তা আমি কিছুতেই ভাষায় প্রকাশ করতে পারবো না। এই আনন্দের ক্রেডিটটা বিজ্ঞানবাক্সকেই দেয়া যায়।ধন্যবাদ বিজ্ঞানবাক্স ও তার প্রস্তুতকারীদের। ",1
chaina ফেলে এজ ফুড সাথে ফেলে দিতে ফুড শতকরা গদ্যে rvzxjlg,1
বাচ্চা খুবই খুশি হয়েছে। কিন্তু শেখার যে খুব বেশি কিছু তা না।,1
"আমার ছেলে খুব খুশি হয়েছে, সে এনজয় করেছে। এটা তার সমস্যা সমাধানের দক্ষতা বৃদ্ধি করবে। কিন্তু প্রোডাক্ট এর কোয়ালিটির তুলনায় দাম বেশি। সর্বোচ্চ ৩০০ টাকা হলে ঠিক ছিল।",1
জ্যামিতিক আকৃতি গুলো আসলে ফোম দিয়ে তৈরি। এগুলো ফোম দিয়ে না করে হার্ড কিছু দিয়ে করলে আরও।  ক্যারাম খেলার  গুটি গুলোর মত করলে অনেক ভালো হতো। এত সহজে নষ্ট হতো না। ,1
"দামটা সাধ্যের তুলনায় বেশি। ভেবেছিলাম ছোট ভাইকে উপহার দেব, কিন্তু কিনে দিতে পারছি না। যাই হোক, উদ্যোগটা ভালো। ",1
আসসালামু আলাইকুম আমি বিজ্ঞান বক্স কিনতে চাই বক্সের ভিতরে কয়টা বই ছে জানাবেন,1
